Flow IAT Mean,Tot Bwd Pkts,Fwd Header Len,Fwd IAT Std,Init Bwd Win Byts,Subflow Fwd Pkts,Bwd Header Len,ECE Flag Cnt,Flow Duration,Subflow Fwd Byts,Fwd Pkt Len Max,Bwd IAT Std,Subflow Bwd Byts,CWE Flag Count,SYN Flag Cnt,Pkt Len Var,Pkt Len Std,Flow IAT Std,Bwd Pkts/s,Pkt Len Max,Pkt Size Avg,Active Mean,Flow IAT Max,RST Flag Cnt,Idle Std,Bwd Pkt Len Max,Fwd IAT Mean,Bwd IAT Min,Fwd Pkt Len Std,Active Std,Fwd IAT Min,Bwd IAT Mean,Idle Max,Idle Min,Label,Pkt Len Mean,Pkt Len Min,Bwd Pkt Len Std,Tot Fwd Pkts,TotLen Fwd Pkts,Fwd Pkts/s,Bwd Seg Size Avg,Fwd Seg Size Avg,Dst Port,Fwd IAT Max,Down/Up Ratio,Fwd Seg Size Min,Init Fwd Win Byts,Fwd Pkt Len Min,Bwd IAT Max,Fwd Act Data Pkts,PSH Flag Cnt,Protocol,ACK Flag Cnt,Flow IAT Min,Subflow Bwd Pkts,Active Min,Fwd Pkt Len Mean,Fwd PSH Flags,FIN Flag Cnt,Fwd URG Flags,URG Flag Cnt,Active Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd IAT Tot,Idle Mean,Fwd IAT Tot,TotLen Bwd Pkts
17810,2018.0,4.0,72.0,7324.919,219.0,3.0,92.0,1.0,12108.0,326.0,326.0,6063.3423,935.0,0.0,0.0,111676.555,334.18042,4265.8496,330.3601,935.0,180.14285,0.0,10685.0,1.0,0.0,935.0,5505.5,21.0,188.21618999999998,0.0,326.0,4034.0,0.0,0.0,1.0,157.625,0.0,467.5,3.0,326.0,247.77007000000003,233.75,108.66666399999998,80.0,10685.0,1.0,20.0,65535.0,0.0,11009.0,1.0,1.0,6.0,0.0,4.0,4.0,0.0,108.66666399999998,0.0,0.0,0.0,0.0,0.0,0.0,233.75,12102.0,0.0,11011.0,935.0
9918,267226.6667,4.0,72.0,471.64022310000007,211.0,3.0,92.0,1.0,1603360.0,20.0,20.0,925080.8868,964.0,0.0,0.0,115523.4286,339.8873763,654218.2654,2.4947610019999997,964.0,140.5714286,0.0,1602644.0,1.0,0.0,964.0,339.5,35.0,11.54700538,0.0,6.0,534452.6667,0.0,0.0,1.0,123.0,0.0,482.0,3.0,20.0,1.871070751,241.0,6.666666667,80.0,673.0,1.0,20.0,8192.0,0.0,1602644.0,1.0,1.0,6.0,0.0,2.0,4.0,0.0,6.666666667,0.0,0.0,0.0,0.0,0.0,0.0,241.0,1603358.0,0.0,679.0,964.0
28833,4635.0,1.0,40.0,0.0,0.0,2.0,20.0,0.0,9270.0,38.0,38.0,0.0,0.0,0.0,1.0,481.33334,21.93931,6494.069,107.87486,38.0,25.333334,0.0,9227.0,0.0,0.0,0.0,9270.0,0.0,26.870058,0.0,9270.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,38.0,215.74973,0.0,19.0,51919.0,9270.0,0.0,20.0,31.0,0.0,0.0,0.0,0.0,6.0,1.0,43.0,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9270.0,0.0
24611,5454.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,5454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5454.0,0.0,0.0,0.0,5454.0,0.0,0.0,0.0,5454.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,366.70333999999997,0.0,0.0,80.0,5454.0,0.0,20.0,32738.0,0.0,0.0,0.0,0.0,6.0,1.0,5454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5454.0,0.0
95923,149.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13422.818791946309,0.0,0.0,56285.0,149.0,0.0,20.0,255.0,0.0,0.0,0.0,0.0,6.0,1.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0
32576,1036.0,1.0,8.0,0.0,-1.0,1.0,8.0,0.0,1036.0,36.0,36.0,0.0,121.0,0.0,0.0,2408.3333,49.07477,0.0,965.2510000000001,121.0,96.5,0.0,1036.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.333336,36.0,0.0,1.0,36.0,965.2510000000001,121.0,36.0,53.0,0.0,1.0,8.0,-1.0,36.0,0.0,0.0,0.0,17.0,0.0,1036.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.0,0.0,0.0,121.0
85220,531.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3766.4783,0.0,0.0,8080.0,531.0,0.0,20.0,2052.0,0.0,0.0,0.0,0.0,6.0,1.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0
46124,1994056.0,0.0,64.0,0.0,-1.0,2.0,0.0,0.0,1994056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994056.0,0.0,0.0,0.0,1994056.0,0.0,0.0,0.0,1994056.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0029808591,0.0,0.0,80.0,1994056.0,0.0,32.0,226.0,0.0,0.0,0.0,0.0,6.0,1.0,1994056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994056.0,0.0
86483,555.1666667000002,4.0,72.0,1639.780626,219.0,3.0,92.0,1.0,3331.0,249.0,249.0,1560.639719,935.0,0.0,0.0,108713.4286,329.7171948,1018.563187,1200.840588,935.0,169.1428571,0.0,2606.0,1.0,0.0,935.0,1446.5,25.0,143.76021699999995,0.0,287.0,1109.333333,0.0,0.0,1.0,148.0,0.0,467.5,3.0,249.0,900.6304412999997,233.75,83.0,80.0,2606.0,1.0,20.0,65535.0,0.0,2898.0,1.0,1.0,6.0,0.0,3.0,4.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,233.75,3328.0,0.0,2893.0,935.0
75542,150728.73,8.0,172.0,393007.38,62852.0,8.0,172.0,0.0,2260931.0,1148.0,677.0,291610.7,1581.0,0.0,0.0,97371.516,312.0441,233879.27,3.5383654000000004,1173.0,170.5625,0.0,937764.0,0.0,0.0,1173.0,322990.16,41981.0,228.12967000000003,0.0,92.0,295753.16,0.0,0.0,1.0,160.52942,0.0,406.1217,8.0,1148.0,3.5383654000000004,197.625,143.5,3389.0,1192425.0,1.0,20.0,64240.0,0.0,937764.0,5.0,1.0,6.0,0.0,65.0,8.0,0.0,143.5,0.0,0.0,0.0,0.0,0.0,0.0,197.625,2070272.0,0.0,2260931.0,1581.0
14426,591.0,0.0,64.0,0.0,-1.0,2.0,0.0,0.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0,0.0,0.0,591.0,0.0,0.0,0.0,591.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3384.0947,0.0,0.0,80.0,591.0,0.0,32.0,225.0,0.0,0.0,0.0,0.0,6.0,1.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0
57670,213816.5,4.0,72.0,305.47012,211.0,3.0,92.0,1.0,1282899.0,20.0,20.0,740265.0,964.0,0.0,0.0,115523.43,339.8874,523504.25,3.1179382999999996,964.0,140.57143,0.0,1282415.0,1.0,0.0,964.0,219.0,40.0,11.547006,0.0,3.0,427630.66,0.0,0.0,1.0,123.0,0.0,482.0,3.0,20.0,2.3384537999999995,241.0,6.666666499999999,80.0,435.0,1.0,20.0,8192.0,0.0,1282415.0,1.0,1.0,6.0,0.0,3.0,4.0,0.0,6.666666499999999,0.0,0.0,0.0,0.0,0.0,0.0,241.0,1282892.0,0.0,438.0,964.0
745,898.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.0,0.0,0.0,0.0,898.0,0.0,0.0,0.0,898.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2227.1714,0.0,0.0,8080.0,898.0,0.0,20.0,256.0,0.0,0.0,0.0,0.0,6.0,1.0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.0,0.0
44268,3078.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,3078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3078.0,0.0,0.0,0.0,3078.0,0.0,0.0,0.0,3078.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,649.7726,0.0,0.0,80.0,3078.0,0.0,20.0,32738.0,0.0,0.0,0.0,0.0,6.0,1.0,3078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3078.0,0.0
60609,1762.8334,4.0,72.0,6706.2007,219.0,3.0,92.0,1.0,10577.0,324.0,324.0,5720.8584,935.0,0.0,0.0,111580.836,334.03717,3943.8938,378.17908,935.0,179.85715,0.0,9805.0,1.0,0.0,935.0,5063.0,28.0,187.0615,0.0,321.0,3525.0,0.0,0.0,1.0,157.375,0.0,467.5,3.0,324.0,283.6343,233.75,108.0,80.0,9805.0,1.0,20.0,65535.0,0.0,10127.0,1.0,1.0,6.0,0.0,2.0,4.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,233.75,10575.0,0.0,10126.0,935.0
19348,1004.0,0.0,64.0,0.0,-1.0,2.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1992.0319,0.0,0.0,80.0,1004.0,0.0,32.0,225.0,0.0,0.0,0.0,0.0,6.0,1.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0
7119,1032806.6,7.0,252.0,3887619.2,62852.0,12.0,152.0,1.0,18590519.0,1148.0,677.0,5120511.0,1581.0,0.0,0.0,85455.63,292.32794,3096016.8,0.376536,1173.0,143.63158,374902.0,12950494.0,1.0,0.0,1173.0,1690047.1,105516.0,195.21892,0.0,387.0,3067992.8,12950494.0,12950494.0,0.0,136.45,0.0,430.0986,12.0,1148.0,0.6454903000000001,225.85715,95.666664,3389.0,12950494.0,0.0,20.0,8192.0,0.0,13114744.0,5.0,1.0,6.0,0.0,46.0,7.0,374902.0,95.666664,0.0,0.0,0.0,0.0,374902.0,0.0,225.85715,18407956.0,12950494.0,18590519.0,1581.0
17675,431810.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,431810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431810.0,0.0,0.0,0.0,431810.0,0.0,0.0,0.0,431810.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.6316667,0.0,0.0,80.0,431810.0,0.0,20.0,2049.0,0.0,0.0,0.0,0.0,6.0,1.0,431810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431810.0,0.0
31965,25000000.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,25008052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0,0.0,0.0,25000000.0,0.0,0.0,0.0,25000000.0,0.0,25000000.0,25000000.0,1.0,0.0,0.0,0.0,2.0,0.0,0.07997424,0.0,0.0,80.0,25000000.0,0.0,20.0,2049.0,0.0,0.0,0.0,0.0,6.0,1.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,25000000.0,0.0
28473,244966.33,4.0,72.0,202.23254,211.0,3.0,92.0,1.0,1469798.0,20.0,20.0,848272.5,964.0,0.0,0.0,115523.43,339.8874,599863.25,2.7214625,964.0,140.57143,0.0,1469432.0,1.0,0.0,964.0,169.0,23.0,11.547006,0.0,26.0,489931.34,0.0,0.0,1.0,123.0,0.0,482.0,3.0,20.0,2.0410967,241.0,6.666666499999999,80.0,312.0,1.0,20.0,8192.0,0.0,1469432.0,1.0,1.0,6.0,0.0,4.0,4.0,0.0,6.666666499999999,0.0,0.0,0.0,0.0,0.0,0.0,241.0,1469794.0,0.0,338.0,964.0
48859,493.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0,0.0,0.0,493.0,0.0,0.0,0.0,493.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4056.7952,0.0,0.0,8080.0,493.0,0.0,20.0,2052.0,0.0,0.0,0.0,0.0,6.0,1.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0
54102,273638.9,9.0,312.0,303880.47,64000.0,15.0,192.0,1.0,6293695.0,1460.0,741.0,222541.52,1731.0,0.0,0.0,73545.82,271.19333,272553.12,1.4300026,1179.0,132.95833000000002,0.0,951615.0,1.0,0.0,1179.0,449549.66,397412.0,189.91264,0.0,126766.0,737070.1,0.0,0.0,0.0,127.64,0.0,386.07446,15.0,1460.0,2.3833375,192.33333,97.333336,3389.0,1233924.0,0.0,20.0,8192.0,0.0,1050025.0,7.0,1.0,6.0,0.0,46.0,9.0,0.0,97.333336,0.0,0.0,0.0,0.0,0.0,0.0,192.33333,5896561.0,0.0,6293695.0,1731.0
9024,339539.53,9.0,152.0,10157.059,23.0,7.0,188.0,1.0,5093093.0,814.0,464.0,1764346.4,4714.0,0.0,0.0,246722.16,496.71133,1289332.0,1.7670991000000005,1460.0,345.5,92996.0,5000096.0,1.0,0.0,1460.0,15499.333,1.0,176.39513,0.0,208.0,633691.25,5000096.0,5000096.0,0.0,325.17648,0.0,611.8306,7.0,814.0,1.3744104,523.7778,116.28571,443.0,25157.0,1.0,20.0,8192.0,0.0,5000117.0,3.0,1.0,6.0,0.0,1.0,9.0,92996.0,116.28571,0.0,0.0,0.0,0.0,92996.0,0.0,523.7778,5069530.0,5000096.0,92996.0,4714.0
97421,6959.3335,2.0,16.0,0.0,-1.0,2.0,16.0,0.0,20878.0,64.0,32.0,0.0,96.0,0.0,0.0,76.8,8.763561,10056.843,95.79462,48.0,48.0,0.0,18536.0,0.0,0.0,48.0,20498.0,2342.0,0.0,0.0,20498.0,2342.0,0.0,0.0,0.0,38.4,32.0,0.0,2.0,64.0,95.79462,48.0,32.0,53.0,20498.0,1.0,8.0,-1.0,32.0,2342.0,1.0,0.0,17.0,0.0,380.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,2342.0,0.0,20498.0,96.0
92855,410.0,1.0,8.0,0.0,-1.0,1.0,8.0,0.0,410.0,31.0,31.0,0.0,63.0,0.0,0.0,341.33333999999996,18.475208,0.0,2439.0244,63.0,62.5,0.0,410.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.666668,31.0,0.0,1.0,31.0,2439.0244,63.0,31.0,53.0,0.0,1.0,8.0,-1.0,31.0,0.0,0.0,0.0,17.0,0.0,410.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,63.0
73192,136267.5,9.0,292.0,311900.53,62552.0,14.0,192.0,1.0,2997885.0,1448.0,741.0,266583.8,1727.0,0.0,0.0,75625.26,275.00046000000003,203264.89,3.0021164000000002,1175.0,138.04346999999999,0.0,967232.0,1.0,0.0,1175.0,230606.53,140435.0,194.87697,0.0,4000.0,344918.25,0.0,0.0,0.0,132.29166999999998,0.0,384.79684,14.0,1448.0,4.6699589999999995,191.88889,103.42857,3389.0,1235307.0,0.0,20.0,8192.0,0.0,967232.0,7.0,1.0,6.0,0.0,26.0,9.0,0.0,103.42857,0.0,0.0,0.0,0.0,0.0,0.0,191.88889,2759346.0,0.0,2997885.0,1727.0
47766,7.0,1.0,32.0,0.0,230.0,1.0,32.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.14,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,142857.14,0.0,0.0,22.0,0.0,1.0,32.0,241.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74040,343258.75,8.0,204.0,1033033.56,62856.0,9.0,184.0,1.0,5492140.0,1144.0,677.0,1025033.6,1581.0,0.0,0.0,93049.31,305.0398600000001,748668.25,1.4566271000000002,1173.0,160.29411000000005,0.0,3007723.0,1.0,0.0,1173.0,686517.5,213579.0,218.50883,0.0,236.0,757802.44,0.0,0.0,0.0,151.38889,0.0,406.1217,9.0,1144.0,1.6387055,197.625,127.11111499999998,3389.0,3083092.0,0.0,20.0,8192.0,0.0,3007723.0,5.0,1.0,6.0,0.0,81.0,8.0,0.0,127.11111499999998,0.0,0.0,0.0,0.0,0.0,0.0,197.625,5304617.0,0.0,5492140.0,1581.0
67865,7.0,1.0,32.0,0.0,230.0,1.0,32.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.14,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,142857.14,0.0,0.0,22.0,0.0,1.0,32.0,241.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45014,814372.3,7.0,252.0,3037884.8,62852.0,12.0,152.0,1.0,14658702.0,1148.0,677.0,4025880.2,1581.0,0.0,0.0,85455.63,292.32794,2418683.2,0.47753206,1173.0,143.63158,392545.0,10258907.0,1.0,0.0,1173.0,1332609.2,112077.0,195.21892,0.0,153.0,2401367.2,10258907.0,10258907.0,0.0,136.45,0.0,430.0986,12.0,1148.0,0.81862634,225.85715,95.666664,3389.0,10258907.0,0.0,20.0,8192.0,0.0,10426524.0,5.0,1.0,6.0,0.0,48.0,7.0,392545.0,95.666664,0.0,0.0,0.0,0.0,392545.0,0.0,225.85715,14408204.0,10258907.0,14658702.0,1581.0
81019,208125.06,7.0,212.0,543116.5,62964.0,10.0,152.0,1.0,3330001.0,1036.0,565.0,637807.56,1429.0,0.0,0.0,82647.35,287.48453,406301.84,2.1021016,1149.0,145.0,0.0,1465724.0,1.0,0.0,1149.0,370000.12,105314.0,177.20245,0.0,3.0,518413.5,0.0,0.0,0.0,136.94444,0.0,420.49908,10.0,1036.0,3.0030022,204.14285,103.6,3389.0,1465724.0,0.0,20.0,8192.0,0.0,1633113.0,5.0,1.0,6.0,0.0,3.0,7.0,0.0,103.6,0.0,0.0,0.0,0.0,0.0,0.0,204.14285,3110481.0,0.0,3330001.0,1429.0
93264,13801.0,2.0,16.0,0.0,-1.0,2.0,16.0,0.0,41403.0,78.0,39.0,0.0,328.0,0.0,0.0,4687.5,68.46531999999999,15183.288,48.30568,164.0,111.25,0.0,30087.0,0.0,0.0,164.0,30087.0,36.0,0.0,0.0,30087.0,36.0,0.0,0.0,0.0,89.0,39.0,0.0,2.0,78.0,48.30568,164.0,39.0,53.0,30087.0,1.0,8.0,-1.0,39.0,36.0,1.0,0.0,17.0,0.0,36.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,164.0,164.0,36.0,0.0,30087.0,328.0
16174,86086160.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,86086157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86086157.0,0.0,0.0,0.0,86086160.0,0.0,0.0,0.0,86086157.0,0.0,86086157.0,86086157.0,0.0,0.0,0.0,0.0,2.0,0.0,0.023232537999999997,0.0,0.0,43514.0,86086157.0,0.0,20.0,62560.0,0.0,0.0,0.0,0.0,6.0,1.0,86086157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86086160.0,86086157.0,0.0
21464,2.0,1.0,40.0,0.0,0.0,1.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,500000.0,0.0,0.0,21.0,0.0,1.0,40.0,26883.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49635,15.333333333299999,1.0,60.0,2.8284271247,0.0,3.0,20.0,0.0,46.0,31.0,31.0,0.0,0.0,0.0,0.0,192.2,13.8636214605,5.5075705473,21739.1304347826,31.0,7.75,0.0,21.0,0.0,0.0,0.0,23.0,0.0,17.8978583449,0.0,21.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,3.0,31.0,65217.3913043478,0.0,10.3333333333,49753.0,25.0,0.0,20.0,980.0,0.0,0.0,1.0,0.0,6.0,1.0,10.0,1.0,0.0,10.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
70498,31100000.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,31128897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31100000.0,0.0,0.0,0.0,31100000.0,0.0,0.0,0.0,31100000.0,0.0,31100000.0,31100000.0,1.0,0.0,0.0,0.0,2.0,0.0,0.06424899,0.0,0.0,80.0,31100000.0,0.0,20.0,2049.0,0.0,0.0,0.0,0.0,6.0,1.0,31100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31100000.0,31100000.0,0.0
26917,1786213.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,1786213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786213.0,0.0,0.0,0.0,1786213.0,0.0,0.0,0.0,1786213.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1196873,0.0,0.0,80.0,1786213.0,0.0,20.0,2049.0,0.0,0.0,0.0,0.0,6.0,1.0,1786213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786213.0,0.0
41289,11352.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,11352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11352.0,0.0,0.0,0.0,11352.0,0.0,0.0,0.0,11352.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,176.1804,0.0,0.0,80.0,11352.0,0.0,20.0,32738.0,0.0,0.0,0.0,0.0,6.0,1.0,11352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11352.0,0.0
82545,47.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,42553.19,0.0,0.0,61360.0,47.0,0.0,20.0,256.0,0.0,0.0,0.0,0.0,6.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
27640,14300000.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,14317389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14300000.0,0.0,0.0,0.0,14300000.0,0.0,0.0,0.0,14300000.0,0.0,14300000.0,14300000.0,1.0,0.0,0.0,0.0,2.0,0.0,0.13969028,0.0,0.0,80.0,14300000.0,0.0,20.0,2049.0,0.0,0.0,0.0,0.0,6.0,1.0,14300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14300000.0,14300000.0,0.0
56497,12729.0,0.0,40.0,0.0,-1.0,2.0,0.0,0.0,12729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12729.0,0.0,0.0,0.0,12729.0,0.0,0.0,0.0,12729.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,157.12153999999995,0.0,0.0,80.0,12729.0,0.0,20.0,32738.0,0.0,0.0,0.0,0.0,6.0,1.0,12729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12729.0,0.0
83412,213805.44,7.0,212.0,582681.44,62868.0,10.0,152.0,1.0,3420887.0,1132.0,661.0,684761.6,1581.0,0.0,0.0,92100.68,303.48096,434879.78,2.046253,1173.0,159.58823999999996,0.0,1597353.0,1.0,0.0,1173.0,380098.56,113450.0,205.34242,0.0,3.0,538875.2,0.0,0.0,0.0,150.72223,0.0,430.0986,10.0,1132.0,2.9232185,225.85715,113.2,3389.0,1597353.0,0.0,20.0,8192.0,0.0,1763147.0,5.0,1.0,6.0,0.0,3.0,7.0,0.0,113.2,0.0,0.0,0.0,0.0,0.0,0.0,225.85715,3233251.0,0.0,3420887.0,1581.0
75677,798.0,1.0,8.0,0.0,-1.0,1.0,8.0,0.0,798.0,46.0,46.0,0.0,131.0,0.0,0.0,2408.3333,49.07477,0.0,1253.1328,131.0,111.5,0.0,798.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.333336,46.0,0.0,1.0,46.0,1253.1328,131.0,46.0,53.0,0.0,1.0,8.0,-1.0,46.0,0.0,0.0,0.0,17.0,0.0,798.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,131.0,131.0,0.0,0.0,0.0,131.0
